session_number,session_date,session_start_time,session_end_time,market_ticker,starting_balance,ending_balance,session_pnl,session_pnl_percent,trade_number,side,buy_time,buy_price,buy_quantity,buy_cost,buy_order_id,sold,sell_time,sell_price,sell_quantity,sell_proceeds,sell_order_id,exit_type,trade_pnl,trade_pnl_percent,hold_duration_seconds,outcome,emergency_exit,emergency_exit_time,emergency_exit_price,boundary_difference,market_outcome
92,2026-05-18,2026-05-18 11:46:07,2026-05-18 11:59:58,KXBTC15M-26MAY181200-00,17.42,17.480000000000004,0.060000000000002274,0.3444316877152828,1,YES,2026-05-18 11:57:51,0.9899999999999999,6,5.9399999999999995,6599588d-b90b-41eb-9250-792ed308c568,True,2026-05-18 11:59:58,1.0,6,6.0,,SETTLEMENT,0.06000000000000072,1.0101010101010224,127,WIN,False,,,,YES
93,2026-05-18,2026-05-18 12:01:16,2026-05-18 12:14:59,KXBTC15M-26MAY181215-15,17.47,17.52,0.05000000000000071,0.28620492272467496,1,YES,2026-05-18 12:13:01,0.99,5,4.95,6a4b1113-033f-40a4-b137-8749b655ebd1,True,2026-05-18 12:14:59,1.0,5,5.0,,SETTLEMENT,0.050000000000000044,1.0101010101010108,118,WIN,False,,,,YES
94,2026-05-18,2026-05-18 12:16:09,2026-05-18 12:29:57,KXBTC15M-26MAY181230-30,17.53,17.6,0.07000000000000028,0.39931545921277967,1,NO,2026-05-18 12:26:49,0.99,7,6.93,0730cbcd-1746-42ac-93ed-11dba9685750,True,2026-05-18 12:29:57,1.0,7,7.0,,SETTLEMENT,0.07000000000000006,1.010101010101011,188,WIN,False,,,,NO
95,2026-05-18,2026-05-18 12:31:09,2026-05-18 12:44:59,KXBTC15M-26MAY181245-45,17.6,17.67,0.07000000000000028,0.3977272727272743,1,YES,2026-05-18 12:41:08,0.99,7,6.93,0de0b90a-c1ba-48b7-b824-5d4704fd3554,True,2026-05-18 12:44:59,1.0,7,7.0,,SETTLEMENT,0.07000000000000006,1.010101010101011,231,WIN,False,,,,YES
98,2026-05-18,2026-05-18 13:16:01,2026-05-18 13:29:55,KXBTC15M-26MAY181330-30,17.66,17.73,0.07000000000000028,0.396375990939979,1,YES,2026-05-18 13:28:07,0.99,7,6.93,0181b0a0-3db7-49ca-a1e3-036dfda83529,True,2026-05-18 13:29:55,1.0,7,7.0,,SETTLEMENT,0.07000000000000006,1.010101010101011,108,WIN,False,,,,YES
101,2026-05-18,2026-05-18 14:01:01,2026-05-18 14:14:57,KXBTC15M-26MAY181415-15,17.72,17.79,0.07000000000000028,0.3950338600451484,1,NO,2026-05-18 14:10:05,0.99,7,6.93,d6c9914e-ff49-4793-a1f2-210f3240be3f,True,2026-05-18 14:14:57,1.0,7,7.0,,SETTLEMENT,0.07000000000000006,1.010101010101011,292,WIN,False,,,,NO
105,2026-05-18,2026-05-18 15:01:04,2026-05-18 15:14:57,KXBTC15M-26MAY181515-15,17.79,17.86,0.07000000000000028,0.3934794828555384,1,YES,2026-05-18 15:10:03,0.99,7,6.93,f82dc5d9-cd7f-4109-91b4-e02b7417a623,True,2026-05-18 15:14:57,1.0,7,7.0,,SETTLEMENT,0.07000000000000006,1.010101010101011,294,WIN,False,,,,YES
107,2026-05-18,2026-05-18 15:31:01,2026-05-18 15:44:59,KXBTC15M-26MAY181545-45,17.86,17.93,0.07000000000000028,0.3919372900335962,1,YES,2026-05-18 15:43:08,0.99,7,6.93,10e71f92-b29d-4ceb-ac46-4f762df52478,True,2026-05-18 15:44:59,1.0,7,7.0,,SETTLEMENT,0.07000000000000006,1.010101010101011,111,WIN,False,,,,YES
109,2026-05-18,2026-05-18 16:01:03,2026-05-18 16:14:59,KXBTC15M-26MAY181615-15,17.92,17.990000000000002,0.07000000000000028,0.39062500000000155,1,YES,2026-05-18 16:12:00,0.99,7,6.93,1b773a26-fdaa-4613-99af-768600cc4150,True,2026-05-18 16:14:59,1.0,7,7.0,,SETTLEMENT,0.07000000000000006,1.010101010101011,179,WIN,False,,,,YES
111,2026-05-18,2026-05-18 16:31:01,2026-05-18 16:44:56,KXBTC15M-26MAY181645-45,17.98,18.05,0.07000000000000028,0.3893214682981106,1,NO,2026-05-18 16:41:11,0.99,7,6.93,b40cefaf-fca0-4e6c-a757-bb8cdac08206,True,2026-05-18 16:44:56,1.0,7,7.0,,SETTLEMENT,0.07000000000000006,1.010101010101011,225,WIN,False,,,,NO
